time,latitude,latitude_direction,longitude,longitude_direction,fix,numOfSat,horizontal_dilution,altitude,direct_of_altitude,altitude_location,speed,date
090005.350,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090005.400,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090005.400,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090005.450,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090005.450,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090005.500,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090005.500,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090005.550,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090005.550,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090005.600,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090005.600,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090005.650,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090005.650,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090005.700,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090005.700,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090005.750,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090005.750,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090005.800,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090005.800,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090005.850,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090005.850,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090005.900,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090005.900,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090005.950,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090005.950,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090006,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090006,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090006.050,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090006.050,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090006.100,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090006.100,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090006.150,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090006.150,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090006.200,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090006.200,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090006.250,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090006.250,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090006.300,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090006.300,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090006.350,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090006.350,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090006.400,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090006.400,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090006.450,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090006.450,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090006.500,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090006.500,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090006.550,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090006.550,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090006.600,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090006.600,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090006.650,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090006.650,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090006.700,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090006.700,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090006.750,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090006.750,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090006.800,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090006.800,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090006.850,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090006.850,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090006.900,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090006.900,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090006.950,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090006.950,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090007,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090007,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090007.050,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090007.050,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090007.100,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090007.100,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090007.150,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090007.150,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090007.200,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090007.200,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090007.250,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090007.250,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090007.300,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090007.300,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090007.350,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090007.350,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090007.400,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
